Date,Revenue,COGS,number_of_order,number_of_customer,sum_of_sessions,sum_of_page_views,sum_of_shipping_fee,number_visitor_review,mean_of_rating,sum_of_refund,number_of_customer_signup
2017-11-09,2792998.33,2205753.88,96,96,14570.0,71269.0,429.31,29.0,3.8620689655172415,155370.95,47.0
2017-11-10,3541249.75,2843011.6,100,97,12163.0,46045.0,323.46,34.0,4.0,217338.96,31.0
2017-11-11,2921904.65,2403613.27,104,104,14199.0,69029.0,353.0,28.0,4.214285714285714,317666.32,34.0
2017-11-12,3084484.33,2422146.93,115,115,16862.0,72373.0,370.1,20.0,3.55,163009.83,24.0
2017-11-13,3746234.93,2946152.31,132,130,15862.0,55608.0,499.71,27.0,3.6666666666666665,11210.61,31.0
2017-11-14,4154076.39,3314644.14,168,168,14054.0,48002.0,556.87,22.0,4.045454545454546,53446.47,30.0
2017-11-15,3854132.18,3119546.66,142,139,17195.0,84000.0,464.72,29.0,3.3793103448275863,145271.34,37.0
2017-11-16,3066706.38,2516030.25,120,120,16292.0,89319.0,717.23,27.0,4.178571428571429,317236.86,39.0
2017-11-17,2781968.82,2191402.04,114,114,15449.0,60520.0,484.13,30.0,3.933333333333333,177788.23,30.0
2017-11-18,2774765.8,2218818.06,117,117,13233.0,59263.0,739.93,36.0,3.888888888888889,115638.51,24.0
2017-11-19,3132539.58,2911417.5,128,128,17300.0,88596.0,529.26,24.0,4.0,182763.22,39.0
2017-11-20,2995966.89,2760945.71,122,119,14606.0,59542.0,428.61,17.0,3.6470588235294117,257483.27,39.0
2017-11-21,2297213.47,2128140.16,99,98,12991.0,66044.0,467.08,17.0,3.7058823529411766,288697.21,29.0
2017-11-22,2248567.69,2263677.12,109,108,16414.0,54277.0,414.02,15.0,3.6,86835.9,27.0
2017-11-23,1749357.29,1656734.06,83,82,16073.0,84984.0,401.49,18.0,4.444444444444445,56945.45,26.0
2017-11-24,1620958.87,1618303.7,70,68,16534.0,76128.0,511.17,24.0,3.7916666666666665,141874.61,34.0
2017-11-25,2674533.14,2727514.77,127,125,13887.0,47740.0,524.45,33.0,3.9393939393939394,105148.83,42.0
2017-11-26,2940959.43,2955583.74,158,158,15331.0,56009.0,569.95,22.0,3.909090909090909,31386.11,38.0
2017-11-27,3888410.38,3813390.96,195,190,15891.0,78015.0,741.39,25.0,3.72,134907.4,36.0
2017-11-28,5847881.51,5752351.51,276,272,14540.0,46626.0,834.89,21.0,3.7142857142857144,58127.94,34.0
2017-11-29,4871438.96,4803864.88,219,215,14488.0,59571.0,1150.46,36.0,3.9722222222222223,159275.05,24.0
2017-11-30,4264134.96,4156136.15,214,210,15443.0,53521.0,1564.64,25.0,4.04,28403.73,35.0
2017-12-01,2565213.32,2510402.2,136,136,16368.0,53712.0,1069.36,26.0,3.8076923076923075,114878.28,23.0
2017-12-02,2798541.49,2818052.3,140,139,15521.0,85143.0,969.63,33.0,4.0606060606060606,123892.72,32.0
2017-12-03,1410398.63,1318304.86,60,59,16466.0,81064.0,786.48,30.0,3.8666666666666667,93752.73,31.0
2017-12-04,1209471.35,1144863.17,71,70,17262.0,70326.0,709.4300000000001,38.0,4.421052631578948,98785.90000000001,35.0
2017-12-05,1723297.16,1680632.44,79,79,15001.0,79075.0,447.59999999999997,21.0,3.7142857142857144,106164.94,39.0
2017-12-06,1875094.15,1865514.43,97,96,18173.0,71724.0,365.74,27.0,3.4814814814814814,120507.30000000002,29.0
2017-12-07,2133387.42,2193351.43,110,109,15975.0,77815.0,629.96,19.0,4.157894736842105,30030.84,41.0
2017-12-08,1553493.17,1488945.36,82,82,15992.0,80340.0,499.16,27.0,3.925925925925926,14808.87,30.0
2017-12-09,1605808.62,1631952.74,96,95,15565.0,78310.0,666.6,22.0,3.409090909090909,19651.51,28.0
2017-12-10,1836022.63,1769756.1,105,104,17215.0,92344.0,639.66,32.0,3.46875,148745.32,30.0
2017-12-11,2040261.84,2142116.71,114,113,17260.0,94346.0,586.49,27.0,3.7777777777777777,181911.02000000002,30.0
2017-12-12,2636835.06,2612267.82,131,128,17386.0,75549.0,633.59,22.0,3.772727272727273,84883.89,40.0
2017-12-13,2887343.12,2845278.71,161,157,16360.0,89686.0,815.45,41.0,4.048780487804878,130048.19,38.0
2017-12-14,2544808.4,2511218.15,159,159,17626.0,56746.0,685.6,19.0,3.8947368421052633,29124.95,34.0
2017-12-15,2615767.25,2602096.36,136,135,16696.0,88119.0,1053.01,25.0,4.1923076923076925,24331.21,27.0
2017-12-16,1895310.17,1824600.76,127,126,15380.0,76990.0,1029.74,28.0,4.035714285714286,73589.75,35.0
2017-12-17,2997880.85,2962168.44,148,147,16427.0,56203.0,994.8,24.0,4.208333333333333,112012.81,34.0
2017-12-18,2575839.99,2572642.87,137,136,16764.0,92034.0,939.84,17.0,3.4705882352941178,101255.27,30.0
2017-12-19,2830509.48,2835294.19,164,162,19770.0,68091.0,1141.81,21.0,3.9523809523809526,119557.91,34.0
2017-12-20,3950305.28,3962113.72,221,218,15328.0,75750.0,879.11,18.0,3.6666666666666665,25374.57,28.0
2017-12-21,2446276.92,2392977.63,183,180,15794.0,68764.0,1359.11,29.0,3.9655172413793105,100219.38,33.0
2017-12-22,2423079.28,2383321.92,149,146,16334.0,56385.0,1297.86,23.0,3.782608695652174,102865.7,29.0
2017-12-23,2343205.29,2302420.5,146,145,16850.0,87565.0,1499.01,24.0,4.125,90680.70999999999,32.0
2017-12-24,1582944.12,1537881.36,95,93,18787.0,88138.0,1089.42,19.0,4.0,72105.15,34.0
2017-12-25,1888197.46,1829750.85,123,121,19152.0,102672.0,1059.75,23.0,3.5217391304347827,41228.39,29.0
2017-12-26,2701416.56,2654070.12,167,167,15201.0,52565.0,1074.09,17.0,3.764705882352941,137625.6,46.0
2017-12-27,4103218.35,4112542.69,284,279,17541.0,71457.0,1229.84,17.0,3.7058823529411766,35268.28,26.0
2017-12-28,3545279.44,3453711.8,254,246,17951.0,93009.0,1559.9,14.0,3.142857142857143,22166.82,33.0
2017-12-29,6520226.98,6483039.79,391,384,17291.0,62258.0,2219.45,22.0,3.6363636363636362,63511.28,41.0
2017-12-30,5342810.18,5371586.26,321,316,16564.0,76662.0,2493.54,20.0,4.4,27771.57,30.0
2017-12-31,5157535.61,5013423.96,305,298,15712.0,75745.0,2191.14,16.0,3.6875,129965.53,30.0
2018-01-01,4076479.77,3905605.37,209,204,13904.0,53381.0,2140.85,36.0,3.638888888888889,12329.29,35.0
2018-01-02,3624718.09,3245091.67,179,176,12928.0,60337.0,1474.16,37.0,3.3947368421052633,27129.12,34.0
2018-01-03,1228388.32,997328.86,52,50,14048.0,47328.0,974.72,41.0,3.7804878048780486,104794.87,31.0
2018-01-04,1209588.0,943742.57,48,47,11481.0,37524.0,697.29,30.0,3.933333333333333,142741.56,23.0
2018-01-05,1515574.79,1226621.86,51,51,13547.0,73673.0,424.35,19.0,3.789473684210526,73706.44,41.0
2018-01-06,1836672.15,1424469.16,62,62,13294.0,69884.0,235.67000000000002,20.0,4.05,45080.3,33.0
2018-01-07,1476050.73,1224918.4,65,65,13866.0,51120.0,211.37,23.0,3.6956521739130435,64094.3,29.0
2018-01-08,2536686.97,2085102.3,84,84,13310.0,49025.0,187.7,34.0,4.088235294117647,201103.62,26.0
2018-01-09,2729162.63,2140605.04,97,96,13582.0,67305.0,214.97,42.0,3.619047619047619,19873.09,33.0
2018-01-10,2434343.96,1884221.76,78,78,14394.0,55185.0,284.98,34.0,4.088235294117647,192299.09,41.0
2018-01-11,2183840.91,1845305.97,77,76,13327.0,46271.0,257.76,29.0,3.8620689655172415,142763.81,34.0
2018-01-12,2862550.24,2341061.28,82,82,16056.0,64034.0,205.35,37.0,4.108108108108108,71968.28,37.0
2018-01-13,2753366.32,2271479.73,96,95,11440.0,61413.0,236.15,33.0,4.090909090909091,110645.52,43.0
2018-01-14,2226116.52,1762940.79,73,72,15058.0,62934.0,291.25,30.0,4.066666666666666,74645.15,28.0
2018-01-15,3128561.64,2520530.26,109,108,12203.0,47063.0,416.02,32.0,3.9375,44511.850000000006,28.0
2018-01-16,3770286.85,3022848.85,137,136,12004.0,64845.0,422.81,41.0,3.8048780487804876,26723.81,34.0
2018-01-17,3240996.79,2645347.64,95,94,13315.0,59094.0,396.54,33.0,3.9696969696969697,29738.170000000002,28.0
2018-01-18,2110305.53,1667911.37,77,77,14303.0,72093.0,316.05,27.0,4.111111111111111,109974.67,39.0
2018-01-19,2086549.59,1700643.75,69,69,14149.0,56631.0,357.06,33.0,4.03030303030303,140068.66,30.0
2018-01-20,2418121.84,2008335.01,84,81,13626.0,68278.0,280.8,38.0,3.473684210526316,62741.91,28.0
2018-01-21,2484308.01,1971853.24,89,88,11820.0,45315.0,226.26,34.0,3.8529411764705883,104748.92,40.0
2018-01-22,3315490.36,2730843.03,111,110,13976.0,74019.0,397.12,30.0,3.7666666666666666,124205.25,29.0
2018-01-23,4611238.46,3755442.15,151,151,14031.0,45833.0,337.72,24.0,4.125,79939.84000000001,37.0
2018-01-24,3270861.1,2653232.42,103,103,13276.0,56881.0,279.83,26.0,3.769230769230769,66401.57,29.0
2018-01-25,2275701.54,1820602.61,69,67,12850.0,65032.0,366.02,24.0,4.25,44301.57,41.0
2018-01-26,2897617.42,2400983.47,105,104,14225.0,76115.0,551.96,26.0,4.038461538461538,109488.89000000001,24.0
2018-01-27,3617772.88,2965865.28,105,105,13116.0,46423.0,317.94,21.0,3.8095238095238093,58440.47,37.0
2018-01-28,3128272.36,2453931.52,106,106,14338.0,54629.0,318.22,21.0,4.428571428571429,120052.05,36.0
2018-01-29,5197360.04,4086899.16,181,180,14330.0,56472.0,594.57,14.0,4.0,40982.81,25.0
2018-01-30,5706924.49,4618954.53,202,200,14184.0,63903.0,443.08,20.0,4.05,86322.28,39.0
2018-01-31,5009601.43,4199624.93,162,161,13111.0,55626.0,609.0,22.0,3.6818181818181817,80991.98,29.0
2018-02-01,3670728.79,3012405.31,135,135,18158.0,99763.0,592.6,22.0,4.0,147339.65,26.0
2018-02-02,4258063.02,3505527.95,122,120,20628.0,77262.0,498.15,18.0,4.222222222222222,97751.90000000001,24.0
2018-02-03,1981564.16,1568068.11,68,68,17142.0,84791.0,403.21999999999997,16.0,3.8125,261526.5,30.0
2018-02-04,2874335.62,2202119.84,86,85,21937.0,71702.0,352.95,13.0,4.153846153846154,87765.59,23.0
2018-02-05,3130745.66,2498095.83,113,113,20312.0,94216.0,496.21999999999997,12.0,3.25,17882.1,42.0
2018-02-06,3339473.15,2568216.59,102,101,20841.0,93977.0,278.85,22.0,3.6818181818181817,89043.53,27.0
2018-02-07,2805812.6,2202832.26,101,99,22384.0,84703.0,385.26,19.0,3.6842105263157894,31791.83,32.0
2018-02-08,2150875.76,1718669.78,67,67,19053.0,77067.0,395.62,15.0,3.7333333333333334,152449.34,40.0
2018-02-09,2144621.01,1686060.42,76,76,23928.0,97995.0,367.66,18.0,4.0,96658.88,22.0
2018-02-10,2584198.15,2095864.1,93,93,17673.0,84212.0,227.85,24.0,3.7916666666666665,114614.83,39.0
2018-02-11,2962791.58,2320546.01,120,119,19511.0,89520.0,291.99,22.0,3.6818181818181817,111024.56,47.0
2018-02-12,3622566.63,2796978.04,123,122,21143.0,68725.0,285.21,14.0,4.142857142857143,58362.840000000004,28.0
2018-02-13,4418784.14,3538184.9,167,165,20955.0,105610.0,755.11,19.0,4.0,19247.44,39.0
2018-02-14,4218153.95,3395697.77,134,134,22852.0,124421.0,513.04,15.0,3.8,66836.51,31.0
2018-02-15,3128927.36,2501462.4,108,108,21016.0,93867.0,617.92,16.0,4.0625,55020.25,38.0
2018-02-16,3463265.1,2649618.11,115,114,18882.0,64391.0,389.24,17.0,4.176470588235294,81870.28,27.0
2018-02-17,4206774.3,3318989.93,133,133,19469.0,76665.0,344.82,15.0,3.3333333333333335,196324.69,30.0
2018-02-18,3926304.19,3167573.08,131,130,21695.0,109393.0,534.82,17.0,3.764705882352941,63066.91,32.0
2018-02-19,4186201.52,3338454.11,168,167,17034.0,62250.0,506.52,25.0,4.16,101336.62,36.0
2018-02-20,5091061.73,4033905.61,186,185,20969.0,89224.0,422.01,27.0,3.6666666666666665,82138.8,26.0
2018-02-21,3907743.08,3150049.7,147,146,18697.0,60082.0,476.48,19.0,3.789473684210526,45224.990000000005,28.0
2018-02-22,3063440.84,2341066.15,123,119,16486.0,66844.0,553.16,16.0,4.0625,72051.43,26.0
2018-02-23,3544367.16,2804587.84,125,124,20807.0,82589.0,506.27,20.0,3.95,96210.87,27.0
2018-02-24,3364498.21,2679591.94,111,109,18429.0,81461.0,540.98,17.0,3.8823529411764706,70328.09,23.0
2018-02-25,4015454.83,3238625.9,135,135,19363.0,70572.0,414.8,19.0,3.8421052631578947,57550.06,34.0
2018-02-26,7426597.23,5998758.22,300,300,17681.0,93780.0,592.53,24.0,4.375,118284.31999999999,36.0
2018-02-27,8416365.51,6844455.72,290,287,21338.0,70800.0,920.27,26.0,3.6153846153846154,213788.32,33.0
2018-02-28,8409092.75,6627677.09,280,279,23064.0,121432.0,1051.66,20.0,3.75,19217.379999999997,46.0
2018-03-01,6963830.59,5570058.79,231,228,26962.0,146189.0,875.3100000000001,21.0,4.333333333333333,158082.03999999998,30.0
2018-03-02,5613671.87,4371797.12,194,193,29092.0,98813.0,802.89,26.0,4.230769230769231,71592.98,35.0
2018-03-03,1177076.3,967531.27,41,41,27876.0,149949.0,525.74,16.0,4.375,91287.72,28.0
2018-03-04,2218712.31,1781519.01,73,73,30258.0,124545.0,481.51,25.0,4.2,76237.0,28.0
2018-03-05,2742871.53,2230053.99,100,100,26618.0,104341.0,254.67,33.0,4.181818181818182,74082.96,32.0
2018-03-06,3203122.41,2519131.06,104,104,29196.0,122158.0,343.62,22.0,4.0,253529.81000000003,42.0
2018-03-07,4507553.37,3470623.71,145,145,26569.0,94979.0,237.10999999999999,30.0,4.066666666666666,104336.47,38.0
2018-03-08,3419972.83,2864363.46,129,128,34353.0,155950.0,377.9,22.0,3.727272727272727,114212.12,30.0
2018-03-09,3250890.44,2689334.35,110,109,29115.0,127999.0,426.3,21.0,3.6666666666666665,123162.36,34.0
2018-03-10,3479853.91,2832299.24,113,113,25362.0,85753.0,389.86,20.0,3.85,132150.33000000002,46.0
2018-03-11,4342360.28,3337146.36,136,136,26119.0,111401.0,452.66,24.0,3.7916666666666665,154898.63,35.0
2018-03-12,3648185.26,2790754.99,142,141,27756.0,148710.0,353.0,26.0,4.153846153846154,112888.91,27.0
2018-03-13,5344808.38,4343953.93,193,193,26655.0,112081.0,606.86,31.0,4.161290322580645,134865.75,43.0
2018-03-14,6867137.98,5489756.33,244,241,27642.0,141297.0,548.7,29.0,3.9310344827586206,170431.62,39.0
2018-03-15,6357153.0,4930724.06,225,225,31602.0,167018.0,838.54,29.0,3.793103448275862,89749.16,35.0
2018-03-16,4667689.08,3716263.52,170,169,28981.0,104925.0,493.27,28.0,3.3214285714285716,31720.010000000002,33.0
2018-03-17,6875294.96,5458868.53,221,218,28478.0,153768.0,569.56,20.0,3.65,101094.44,37.0
2018-03-18,5615859.9,4613908.21,197,197,33664.0,120319.0,751.31,18.0,4.055555555555555,77833.03,42.0
2018-03-19,5314373.17,4472182.88,194,193,29822.0,120238.0,677.93,34.0,3.7941176470588234,56974.170000000006,32.0
2018-03-20,6054738.37,5116787.38,237,234,26355.0,128021.0,634.53,27.0,3.7777777777777777,112037.56,39.0
2018-03-21,6826815.9,5913005.8,268,263,30225.0,161283.0,789.16,34.0,3.8823529411764706,132108.41,26.0
2018-03-22,5512035.33,4925778.06,214,213,28583.0,141889.0,845.44,25.0,3.88,106513.76000000001,30.0
2018-03-23,4008326.65,3711085.6,166,163,24716.0,100647.0,862.0699999999999,30.0,3.933333333333333,119418.23,35.0
2018-03-24,5227586.74,4619965.13,196,196,26212.0,127578.0,1038.12,35.0,3.942857142857143,107904.13,37.0
2018-03-25,4970364.06,4473153.96,210,210,23343.0,126488.0,877.32,30.0,4.033333333333333,132510.67,33.0
2018-03-26,6133670.91,5616024.38,227,226,25091.0,119391.0,879.53,29.0,3.9310344827586206,166955.74,36.0
2018-03-27,6350306.2,5743746.71,286,285,30251.0,115879.0,943.7,26.0,3.8846153846153846,141299.7,26.0
2018-03-28,8582287.61,7811323.78,372,370,30581.0,167274.0,963.53,24.0,4.208333333333333,72130.46,34.0
2018-03-29,7363015.35,6638405.71,309,305,25464.0,101309.0,1103.37,27.0,4.2592592592592595,201246.74,35.0
2018-03-30,12176690.89,10927925.46,498,493,29367.0,155084.0,1533.09,36.0,4.083333333333333,183077.91,35.0
2018-03-31,11278748.95,10156610.77,473,467,28256.0,102427.0,1486.47,38.0,4.184210526315789,162686.91,36.0
2018-04-01,9326921.27,8552479.35,387,385,40226.0,165701.0,1691.84,29.0,3.7241379310344827,158755.98,45.0
2018-04-02,9532990.22,8745489.29,374,371,40849.0,191170.0,1723.74,35.0,3.857142857142857,157514.26,46.0
2018-04-03,9176055.6,8274855.19,374,374,34758.0,134893.0,1943.21,24.0,3.875,143568.46,41.0
2018-04-04,3771895.32,3451444.47,149,148,34281.0,151738.0,1147.79,23.0,3.782608695652174,83065.62,36.0
2018-04-05,2915055.94,2584733.26,115,115,38153.0,209383.0,1137.65,32.0,4.090909090909091,241431.73,30.0
2018-04-06,3716970.57,3290630.48,140,140,33990.0,114295.0,1079.62,36.0,3.9722222222222223,213573.98,29.0
2018-04-07,4650087.25,4137264.98,162,161,37970.0,130583.0,439.99,23.0,3.9565217391304346,211924.45,25.0
2018-04-08,4317415.31,3833384.91,170,170,41237.0,184076.0,561.4,40.0,4.1,200457.42,22.0
2018-04-09,4916546.48,4479387.83,224,221,38879.0,153130.0,686.86,36.0,4.0,290924.33,36.0
2018-04-10,7060893.97,6323343.96,294,292,37779.0,183909.0,867.25,36.0,3.75,315167.07,43.0
2018-04-11,5719121.32,5144349.61,238,238,28383.0,132116.0,1066.54,38.0,4.078947368421052,202587.52,26.0
2018-04-12,4925768.26,4274900.55,183,183,44218.0,219615.0,1092.4,46.0,3.8297872340425534,331746.4,33.0
2018-04-13,4955951.73,4445276.84,199,198,37055.0,147670.0,878.52,43.0,4.093023255813954,57714.78,29.0
2018-04-14,5934960.89,5111153.97,238,238,35319.0,158222.0,900.03,37.0,4.108108108108108,148616.65,35.0
2018-04-15,5904150.09,4782715.57,219,218,39032.0,170493.0,871.15,41.0,3.8780487804878048,166152.41,46.0
2018-04-16,7603253.45,6190718.89,275,273,34822.0,170463.0,850.26,45.0,3.888888888888889,178701.32,39.0
2018-04-17,9179593.09,7283796.97,347,344,43094.0,169578.0,941.41,47.0,3.872340425531915,343849.43,33.0
2018-04-18,9507550.23,7504171.54,288,285,39902.0,194491.0,909.1,52.0,3.8653846153846154,117542.65,34.0
2018-04-19,6670677.39,5141784.57,225,221,40961.0,201133.0,884.51,45.0,3.8222222222222224,229700.79,38.0
2018-04-20,7753365.66,6032943.55,278,277,35604.0,183788.0,888.11,50.0,3.96,262300.47,35.0
2018-04-21,6793803.83,5216087.55,237,235,34335.0,136326.0,768.3,45.0,3.8222222222222224,101239.13,33.0
2018-04-22,7058897.65,5480418.64,244,244,35770.0,160066.0,797.35,41.0,4.317073170731708,196871.1,36.0
2018-04-23,8991635.45,7095225.16,306,305,41030.0,178894.0,1078.66,40.0,3.975609756097561,77070.02,32.0
2018-04-24,10052878.22,8047009.91,371,368,40760.0,186444.0,1195.78,51.0,4.294117647058823,195977.09,25.0
2018-04-25,9547875.66,7562805.33,323,323,38340.0,125240.0,1038.4,47.0,3.851063829787234,247291.34,48.0
2018-04-26,7281885.08,5826147.75,259,258,34008.0,186139.0,983.4,47.0,3.765957446808511,363573.98,31.0
2018-04-27,7916179.31,6291028.22,291,287,38475.0,203546.0,945.92,41.0,4.024390243902439,239033.14,31.0
2018-04-28,10502784.65,8150501.12,372,370,31176.0,170784.0,1093.33,35.0,3.4857142857142858,116724.98000000001,34.0
2018-04-29,12074392.53,9758209.64,479,474,34533.0,187174.0,1413.53,53.0,3.69811320754717,139958.25,39.0
2018-04-30,12464011.32,10080235.11,459,457,36513.0,143406.0,1359.31,44.0,4.113636363636363,100407.23999999999,33.0
2018-05-01,13778926.53,10888681.41,533,527,27608.0,145666.0,1552.94,45.0,3.6666666666666665,153925.87,45.0
2018-05-02,12779953.62,10186293.15,442,436,39960.0,153413.0,1586.14,51.0,3.7450980392156863,193562.63,43.0
2018-05-03,9480205.54,7740627.05,324,323,32729.0,163856.0,1509.24,37.0,4.027027027027027,232753.66,28.0
2018-05-04,3081716.09,2431808.71,88,88,33324.0,114014.0,1185.74,45.0,4.111111111111111,110038.47,34.0
2018-05-05,4882374.55,3844333.13,167,167,36485.0,122272.0,817.95,54.0,3.727272727272727,162444.94,36.0
2018-05-06,4852630.6,3859217.33,173,173,41927.0,200310.0,716.76,38.0,3.526315789473684,239045.57,33.0
2018-05-07,5630735.57,4477313.26,210,207,36044.0,146400.0,516.97,44.0,4.090909090909091,394568.98,36.0
2018-05-08,5961711.29,4782188.47,239,235,34926.0,120521.0,901.2,66.0,3.772727272727273,271955.69,38.0
2018-05-09,8207932.76,6468074.72,297,297,35193.0,165437.0,906.16,51.0,3.549019607843137,242158.04,33.0
2018-05-10,7249267.2,5767724.99,271,268,35384.0,151189.0,879.97,56.0,3.9107142857142856,348828.87,36.0
2018-05-11,5934039.42,4706572.43,222,221,34796.0,143086.0,932.8,48.0,4.0,377676.79,44.0
2018-05-12,5782619.05,4599452.28,220,218,34524.0,111369.0,956.21,50.0,3.88,301823.5,27.0
2018-05-13,5902938.45,4640987.62,241,240,31346.0,121932.0,1158.45,54.0,4.2407407407407405,292046.8,34.0
2018-05-14,7023913.46,5532477.08,263,260,41790.0,160981.0,871.58,51.0,3.8627450980392157,142588.14,25.0
2018-05-15,8789772.31,6971865.67,340,332,37625.0,151990.0,978.81,44.0,3.9545454545454546,226821.18,28.0
2018-05-16,9398231.32,7399830.54,366,361,34563.0,171423.0,1209.11,48.0,4.0625,201014.9,25.0
2018-05-17,9816742.13,7698242.57,377,374,36783.0,138732.0,1171.9,43.0,4.348837209302325,223129.53,34.0
2018-05-18,7337944.43,5819237.35,271,269,34098.0,161075.0,1263.59,53.0,3.6792452830188678,350673.23,35.0
2018-05-19,6925640.35,5627670.43,265,263,36343.0,154398.0,1245.51,53.0,3.9245283018867925,266512.73,39.0
2018-05-20,8653992.04,6799995.97,300,299,34373.0,112561.0,762.08,51.0,4.1568627450980395,147301.97,41.0
2018-05-21,6241809.14,4958178.74,240,239,34907.0,113096.0,1026.99,49.0,3.9591836734693877,153820.45,36.0
2018-05-22,7847121.97,6132458.54,305,302,39610.0,172611.0,1045.91,55.0,3.981818181818182,291716.31,37.0
2018-05-23,11779004.94,9369180.79,434,428,29420.0,150125.0,930.91,52.0,3.7115384615384617,189767.96,43.0
2018-05-24,9030397.74,7160269.86,337,337,36243.0,194795.0,1042.8,41.0,3.8780487804878048,324504.16,44.0
2018-05-25,6498399.18,5141245.68,237,236,37954.0,178017.0,1176.27,48.0,4.083333333333333,365779.73000000004,30.0
2018-05-26,5600677.63,4596266.34,192,192,38529.0,177123.0,987.77,58.0,4.0,207361.27,36.0
2018-05-27,6413198.63,5135755.4,239,239,34124.0,126584.0,924.25,50.0,3.86,195742.64,39.0
2018-05-28,7438573.25,5854231.41,278,278,38930.0,151548.0,970.11,53.0,3.5849056603773586,311050.63,37.0
2018-05-29,10262818.32,7905889.83,385,383,31312.0,116886.0,966.98,38.0,3.9210526315789473,234430.62,38.0
2018-05-30,20905271.35,16535857.67,803,791,39158.0,202153.0,1629.22,50.0,3.84,172814.25,28.0
2018-05-31,19289944.12,15561846.1,782,768,35888.0,120845.0,2174.46,42.0,4.214285714285714,303496.19,41.0
2018-06-01,19245165.78,15287542.6,725,722,47179.0,239522.0,2643.63,53.0,4.169811320754717,189897.58000000002,44.0
2018-06-02,17529108.34,13707707.44,646,638,29884.0,137345.0,2750.55,59.0,3.9166666666666665,294959.99,29.0
2018-06-03,13779702.07,10827445.24,552,547,36288.0,120447.0,2604.7,55.0,3.8181818181818183,98928.25,39.0
2018-06-04,4373078.45,3458754.81,190,189,34071.0,187212.0,1892.44,66.0,3.803030303030303,264659.28,39.0
2018-06-05,5537841.59,4323885.63,234,232,37927.0,182011.0,1510.49,63.0,3.9047619047619047,225427.27,39.0
2018-06-06,6238754.07,4903699.53,245,245,33776.0,112758.0,1441.92,52.0,3.9056603773584904,235810.83000000002,32.0
2018-06-07,4523493.87,3579003.08,180,177,41500.0,205089.0,927.63,49.0,4.1020408163265305,351586.33999999997,19.0
2018-06-08,5863271.23,4570207.33,225,224,37564.0,177882.0,1025.11,63.0,3.9047619047619047,151579.13,30.0
2018-06-09,7018402.9,5469599.5,260,260,40097.0,153368.0,759.29,56.0,4.142857142857143,222594.48,41.0
2018-06-10,6333777.67,5115963.75,239,237,40800.0,187618.0,706.61,55.0,3.981818181818182,383746.12,22.0
2018-06-11,7812992.68,6338472.32,298,297,32986.0,150352.0,769.04,50.0,3.76,508136.51,43.0
2018-06-12,8959000.0,7232971.98,370,369,36251.0,164285.0,1052.44,44.0,4.068181818181818,154320.69,37.0
2018-06-13,9047626.88,7216006.11,345,340,32938.0,117179.0,1107.8799999999999,66.0,3.9393939393939394,265775.29,36.0
2018-06-14,6994969.99,5361729.98,268,267,34917.0,139828.0,1029.96,47.0,4.23404255319149,351795.35,38.0
2018-06-15,7278400.85,5850026.61,283,282,39046.0,166369.0,1255.63,62.0,3.7580645161290325,363014.64,25.0
2018-06-16,9653316.6,7581593.64,329,327,31765.0,127180.0,1459.81,56.0,4.071428571428571,252798.69999999998,33.0
2018-06-17,8270248.42,6473926.23,311,310,33962.0,114192.0,917.76,55.0,3.890909090909091,382587.91000000003,35.0
2018-06-18,9578590.6,7481623.41,369,367,41049.0,179211.0,1128.99,56.0,3.6785714285714284,329717.96,26.0
2018-06-19,10591854.27,8526409.74,408,404,37705.0,162384.0,1411.46,51.0,3.9411764705882355,326091.52,35.0
2018-06-20,10442554.6,8340504.64,369,365,34798.0,133347.0,1377.42,67.0,3.5223880597014925,362136.66000000003,39.0
2018-06-21,7960357.2,6345143.3,278,276,36911.0,164959.0,1228.67,65.0,3.876923076923077,198039.78999999998,34.0
2018-06-22,7890035.7,6262366.78,300,300,36318.0,177512.0,1233.23,57.0,3.912280701754386,446151.4,57.0
2018-06-23,7919846.87,6623002.69,308,306,41607.0,181887.0,765.11,66.0,4.03030303030303,248501.23,32.0
2018-06-24,7114017.67,6244799.31,296,293,38453.0,202524.0,1183.9,60.0,4.05,593465.02,34.0
2018-06-25,8744485.32,8162955.36,386,384,41673.0,216679.0,1622.74,69.0,3.869565217391304,193317.06,36.0
2018-06-26,10888893.34,10123784.8,501,500,36493.0,143130.0,1836.41,54.0,3.7037037037037037,388167.06,55.0
2018-06-27,11081146.52,10874461.91,488,486,40418.0,190692.0,1486.84,63.0,3.9365079365079363,266372.25,40.0
2018-06-28,8513932.2,8332592.17,425,421,34949.0,138918.0,2016.8700000000001,60.0,3.7333333333333334,173467.66,40.0
2018-06-29,12484085.14,11945221.58,563,554,40113.0,181229.0,2251.48,66.0,4.014925373134329,236677.79,36.0
2018-06-30,10005221.27,9784802.48,460,454,37244.0,131397.0,2190.17,56.0,4.0,225753.90000000002,34.0
2018-07-01,8830377.17,8529895.83,414,413,27410.0,103997.0,2282.07,52.0,4.076923076923077,429340.27,41.0
2018-07-02,8070014.23,7743177.14,386,382,30348.0,162176.0,1959.24,55.0,3.981818181818182,189470.44,35.0
2018-07-03,9033060.75,8644208.55,404,401,28774.0,109317.0,1886.69,57.0,4.017543859649122,323294.28,45.0
